Ticker,Nazwa,Kwartały,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach
TRK,TRAKCJA,2021/Q4,"0,56","1,20","0,18","1,01","1,16","0,23","0,47","0,08"
TRK,TRAKCJA,2022/Q1,"0,48","1,12","0,05","0,91","1,10","0,11","0,43","0,05"
TRK,TRAKCJA,2022/Q2,"0,18","0,81","0,02","0,71","0,89","0,03","0,45","-0,08"
TRK,TRAKCJA,2022/Q3,"0,46","0,92","0,15","0,79","0,95","0,16","0,40","-0,03"
TRK,TRAKCJA,2022/Q4,"0,42","0,65","0,09","0,70","0,84","0,10","0,38","-0,13"
TRK,TRAKCJA,2023/Q1,"0,35","0,55","0,02","0,63","0,79","0,03","0,31","-0,17"
TRK,TRAKCJA,2023/Q2,"0,37","0,56","0,02","0,68","0,81","0,03","0,36","-0,15"
TRK,TRAKCJA,2023/Q3,"0,43","0,61","0,01","0,72","0,84","0,01","0,40","-0,12"
TRK,TRAKCJA,2023/Q4,"0,51","0,69","0,33","0,75","0,88","0,33","0,39","-0,09"
TRK,TRAKCJA,2024/Q1,"0,48","0,65","0,17","0,67","0,83","0,18","0,45","-0,13"
TRK,TRAKCJA,2024/Q2,"0,51","0,69","0,15","0,75","0,87","0,15","0,42","-0,10"
TRK,TRAKCJA,2024/Q3,"0,54","0,73","0,13","0,79","0,90","0,14","0,51","-0,08"
TRK,TRAKCJA,2024/Q4,"0,82","1,25","0,32","1,01","1,11","0,32","0,53","0,07"
TRK,TRAKCJA,2025/Q1,"0,79","1,19","0,33","0,97","1,09","0,33","0,48","0,06"
TRN,TRANSPOL,2008/Q4,"0,25","0,84","0,03","0,70","0,73","0,03","0,66","-0,10"
TRN,TRANSPOL,2009/Q4,"0,32","0,81","0,03","0,65","0,71","0,03","0,65","-0,11"
TRN,TRANSPOL,2010/Q4,"0,97","1,34","0,55","1,48","1,55","0,55","0,99","0,19"
TRN,TRANSPOL,2011/Q1,"0,89","1,29","0,23","1,40","1,47","0,28","1,14","0,16"
TRN,TRANSPOL,2011/Q2,"0,74","1,20","0,06","1,28","1,32","0,13","1,15","0,12"
TRN,TRANSPOL,2011/Q3,"0,81","1,33","0,17","1,36","1,40","0,23","1,07","0,16"
TRN,TRANSPOL,2011/Q4,"0,79","1,26","0,44","1,35","1,35","0,44","0,88","0,13"
TRN,TRANSPOL,2012/Q1,"0,58","1,14","0,31","1,26","1,26","0,31","0,91","0,08"
TRN,TRANSPOL,2012/Q2,"0,59","1,18","0,04","1,27","1,27","0,16","1,03","0,10"
TRN,TRANSPOL,2012/Q3,"0,90","1,25","0,25","1,39","1,40","0,43","0,93","0,13"
TRN,TRANSPOL,2012/Q4,"0,84","1,24","0,35","1,41","1,43","0,57","0,80","0,13"
TRN,TRANSPOL,2013/Q1,"0,87","1,26","0,22","1,47","1,49","0,49","0,92","0,14"
TRN,TRANSPOL,2013/Q2,"0,90","1,26","0,11","1,38","1,39","0,32","1,01","0,14"
TRN,TRANSPOL,2013/Q3,"0,79","1,23","0,15","1,34","1,35","0,31","0,99","0,12"
TRN,TRANSPOL,2013/Q4,"0,73","1,17","0,20","1,25","1,27","0,35","0,86","0,09"
TRN,TRANSPOL,2014/Q1,"0,70","1,12","0,20","1,18","1,20","0,23","0,90","0,07"
TRN,TRANSPOL,2014/Q2,"0,65","1,08","0,13","1,10","1,13","0,15","0,92","0,05"
TRN,TRANSPOL,2014/Q3,"0,63","1,08","0,18","1,11","1,13","0,20","0,88","0,05"
TRN,TRANSPOL,2014/Q4,"0,60","1,04","0,16","1,05","1,08","0,19","0,83","0,03"
TRN,TRANSPOL,2015/Q1,"0,60","1,02","0,18","1,01","1,04","0,20","0,77","0,01"
TRN,TRANSPOL,2015/Q2,"0,63","1,03","0,08","1,03","1,06","0,11","0,89","0,02"
TRN,TRANSPOL,2015/Q3,"0,73","1,13","0,16","1,17","1,19","0,18","0,91","0,07"
TRN,TRANSPOL,2015/Q4,"0,72","1,08","0,15","1,09","1,12","0,19","0,89","0,05"
TRN,TRANSPOL,2016/Q1,"0,33","0,97","0,27","0,94","0,94","0,28","0,60","-0,02"
TRN,TRANSPOL,2016/Q2,"0,36","0,97","0,10","0,93","0,94","0,12","0,75","-0,02"
TRN,TRANSPOL,2016/Q3,"0,39","0,99","0,15","0,98","0,99","0,17","0,77","-0,00"
TRN,TRANSPOL,2016/Q4,"0,45","1,08","0,36","1,18","1,19","0,38","0,79","0,06"
TRN,TRANSPOL,2017/Q1,"0,47","1,09","0,23","1,18","1,20","0,25","0,89","0,06"
TRN,TRANSPOL,2017/Q2,"0,48","1,07","0,18","1,13","1,15","0,19","0,88","0,05"
TRN,TRANSPOL,2017/Q3,"0,81","1,42","0,18","1,89","1,90","0,97","0,90","0,22"
TRN,TRANSPOL,2017/Q4,"0,84","1,43","0,25","2,05","2,05","1,14","0,89","0,23"
TRN,TRANSPOL,2018/Q1,"0,86","1,45","0,20","2,10","2,11","1,13","0,92","0,24"
TRN,TRANSPOL,2018/Q2,"0,80","1,42","0,50","1,89","1,91","0,94","0,92","0,22"
TRN,TRANSPOL,2018/Q3,"0,79","1,39","0,83","1,92","1,93","0,85","1,04","0,22"
TRN,TRANSPOL,2018/Q4,"0,80","1,40","0,94","2,08","2,08","0,99","1,06","0,23"
TRN,TRANSPOL,2019/Q1,"0,65","1,25","0,65","1,62","1,65","0,68","0,88","0,15"
TRN,TRANSPOL,2019/Q2,"0,64","1,24","0,58","1,53","1,57","0,61","0,89","0,15"
TRN,TRANSPOL,2019/Q3,"0,68","1,28","0,61","1,66","1,68","0,65","0,97","0,16"
TRN,TRANSPOL,2019/Q4,"0,71","1,31","0,84","1,77","1,77","0,86","0,87","0,18"
TRN,TRANSPOL,2020/Q1,"0,72","1,30","0,83","1,76","1,79","0,85","0,86","0,18"
TRN,TRANSPOL,2020/Q2,"0,76","1,32","0,87","1,79","1,81","0,90","0,84","0,19"
TRN,TRANSPOL,2020/Q3,"0,81","1,35","0,90","1,82","1,84","0,91","0,88","0,20"
TRN,TRANSPOL,2020/Q4,"2,49","3,34","0,42","2,25","2,25","0,43","0,29","0,45"
TRN,TRANSPOL,2021/Q1,"2,93","3,21","3,49","5,02","5,02","3,52","1,43","0,59"
TRN,TRANSPOL,2021/Q2,"1,64","1,92","2,19","3,15","3,16","2,22","0,88","0,39"
TRN,TRANSPOL,2021/Q3,"1,53","1,84","2,24","3,30","3,34","2,26","0,96","0,38"
TRN,TRANSPOL,2021/Q4,"1,39","1,76","1,89","2,94","3,09","1,91","0,95","0,36"
TRN,TRANSPOL,2022/Q1,"1,38","1,73","1,59","2,82","2,85","1,66","1,09","0,34"
TRN,TRANSPOL,2022/Q2,"1,16","1,49","1,32","2,37","2,43","1,34","0,97","0,27"
TRN,TRANSPOL,2022/Q3,"1,09","1,43","1,16","2,19","2,24","1,18","0,93","0,24"
TRN,TRANSPOL,2022/Q4,"1,17","1,55","1,16","2,34","2,51","1,33","0,90","0,29"
TRN,TRANSPOL,2023/Q1,"1,17","1,55","1,08","2,29","2,46","1,29","0,89","0,29"
TRN,TRANSPOL,2023/Q2,"1,10","1,47","1,13","2,19","2,35","1,30","0,79","0,26"
TRN,TRANSPOL,2023/Q3,"0,98","1,35","0,77","1,79","1,94","0,92","0,79","0,20"
TRN,TRANSPOL,2023/Q4,"0,98","1,36","0,78","1,88","2,06","1,10","0,69","0,21"
TRN,TRANSPOL,2024/Q1,"0,98","1,36","0,66","1,80","1,97","0,91","0,79","0,21"
TRN,TRANSPOL,2024/Q2,"0,91","1,31","0,63","1,70","1,83","0,84","0,77","0,19"
TRN,TRANSPOL,2024/Q3,"0,95","1,34","0,80","1,84","1,98","0,99","0,73","0,20"
TRN,TRANSPOL,2024/Q4,"0,93","1,29","0,95","1,80","1,97","1,14","0,57","0,18"
TRN,TRANSPOL,2025/Q1,"0,96","1,29","0,84","1,71","1,86","0,99","0,60","0,18"
TRR,TERMOREX,2011/Q4,"1,24","1,24","0,06","2,18","3,38","0,06","2,09","0,18"
TRR,TERMOREX,2012/Q3,"0,97","1,10","0,01","0,81","1,37","0,01","0,78","0,07"
TRR,TERMOREX,2012/Q4,"0,97","1,21","0,12","1,51","2,15","0,12","1,30","0,15"
TRR,TERMOREX,2013/Q1,"0,98","1,22","0,04","1,46","2,06","0,04","1,31","0,15"
TRR,TERMOREX,2013/Q2,"0,98","1,21","0,08","1,43","2,05","0,10","1,22","0,15"
TRR,TERMOREX,2013/Q3,"0,96","1,20","0,11","1,48","2,35","0,31","1,01","0,15"
TRR,TERMOREX,2013/Q4,"0,92","1,16","0,06","1,09","1,85","0,23","0,76","0,12"
TRR,TERMOREX,2014/Q1,"0,89","1,12","0,05","0,84","1,56","0,17","0,56","0,10"
TRR,TERMOREX,2014/Q2,"0,90","1,13","0,13","0,89","1,50","0,13","0,66","0,10"
TRR,TERMOREX,2014/Q3,"0,92","1,15","0,18","0,98","1,61","0,18","0,71","0,11"
TRR,TERMOREX,2014/Q4,"1,09","1,14","0,26","1,04","1,77","0,26","0,72","0,11"
TRR,TERMOREX,2015/Q1,"1,09","1,13","0,17","0,93","1,66","0,39","0,52","0,10"
TRR,TERMOREX,2015/Q2,"1,09","1,13","0,15","0,95","1,56","0,41","0,54","0,10"
TRR,TERMOREX,2015/Q3,"1,13","1,16","0,14","1,08","1,57","0,34","0,73","0,11"
TRR,TERMOREX,2015/Q4,"1,11","1,13","0,33","1,09","1,56","0,33","0,79","0,10"
TRR,TERMOREX,2016/Q1,"1,09","1,10","0,19","0,88","1,42","0,31","0,51","0,08"
TRR,TERMOREX,2016/Q2,"1,11","1,11","0,04","0,91","1,41","0,15","0,66","0,09"
TRR,TERMOREX,2016/Q3,"1,11","1,11","0,09","0,97","1,33","0,18","0,73","0,08"
TRR,TERMOREX,2016/Q4,"1,14","1,14","0,12","1,02","1,34","0,12","0,84","0,10"
TRR,TERMOREX,2017/Q1,"1,12","1,12","0,04","0,95","1,42","0,09","0,71","0,10"
TRR,TERMOREX,2017/Q2,"1,12","1,17","0,07","1,12","1,58","0,10","0,79","0,13"
TRR,TERMOREX,2017/Q3,"1,13","1,18","0,04","1,13","1,50","0,06","0,87","0,13"
TRR,TERMOREX,2017/Q4,"1,17","1,27","0,03","1,36","1,53","0,08","1,28","0,15"
TRR,TERMOREX,2018/Q1,"1,09","1,23","0,04","1,19","1,43","0,07","1,13","0,17"
TRR,TERMOREX,2018/Q2,"1,10","1,24","0,01","1,18","1,32","0,01","1,16","0,15"
TRR,TERMOREX,2018/Q3,"1,04","1,19","0,02","1,10","1,44","0,03","1,07","0,16"
TRR,TERMOREX,2018/Q4,"1,06","1,16","0,01","1,47","1,64","0,04","1,43","0,18"
TRR,TERMOREX,2019/Q1,"1,08","1,18","0,05","1,42","1,67","0,07","1,35","0,18"
TRR,TERMOREX,2019/Q2,"1,04","1,16","0,02","1,24","1,34","0,03","1,21","0,14"
TRR,TERMOREX,2019/Q3,"1,07","1,20","0,13","1,39","1,48","0,16","1,23","0,17"
TRR,TERMOREX,2019/Q4,"0,96","1,09","0,19","1,39","1,50","0,23","1,16","0,14"
TRR,TERMOREX,2020/Q1,"0,88","0,99","0,24","1,04","1,41","0,29","0,76","0,09"
TRR,TERMOREX,2020/Q2,"0,94","1,24","0,83","1,74","2,09","0,88","0,86","0,20"
TRR,TERMOREX,2020/Q3,"0,98","1,26","0,08","1,52","1,73","0,11","1,41","0,20"
TRR,TERMOREX,2020/Q4,"1,04","1,25","0,36","1,16","1,58","0,37","0,79","0,19"
TRR,TERMOREX,2021/Q1,"1,03","1,24","0,57","1,07","1,66","0,58","0,49","0,19"
TRR,TERMOREX,2021/Q2,"1,14","1,27","0,12","1,28","1,72","0,11","1,17","0,22"
TRR,TERMOREX,2021/Q3,"1,10","1,21","0,42","1,12","1,85","0,42","0,70","0,21"
TRR,TERMOREX,2021/Q4,"1,15","1,25","0,46","1,50","2,09","0,56","0,94","0,24"
TRR,TERMOREX,2022/Q1,"1,08","1,17","0,32","1,01","1,77","0,41","0,61","0,19"
TRR,TERMOREX,2022/Q2,"1,02","1,09","0,11","1,12","1,61","0,11","1,02","0,15"
TRR,TERMOREX,2022/Q3,"1,06","1,13","0,03","1,13","1,62","0,03","1,10","0,16"
TRR,TERMOREX,2022/Q4,"1,05","1,13","0,03","1,32","1,61","0,03","1,29","0,17"
TRR,TERMOREX,2023/Q1,"0,98","1,07","0,16","1,03","1,56","0,16","0,87","0,14"
TRR,TERMOREX,2023/Q2,"1,06","1,14","0,02","1,11","1,33","0,02","1,09","0,11"
TRR,TERMOREX,2023/Q3,"1,10","1,18","0,19","1,26","1,65","0,19","1,07","0,16"
TRR,TERMOREX,2023/Q4,"1,11","1,19","0,01","1,42","1,93","0,17","1,25","0,17"
TRR,TERMOREX,2024/Q1,"1,65","1,74","2,11","5,62","7,14","3,49","2,13","0,40"
TRR,TERMOREX,2024/Q2,"1,39","1,46","2,88","4,11","6,30","2,99","1,12","0,30"
TRR,TERMOREX,2024/Q3,"1,44","1,52","0,89","3,22","4,93","0,89","2,34","0,31"
TRR,TERMOREX,2024/Q4,"1,40","1,48","2,20","4,48","6,36","2,30","2,18","0,31"
TRR,TERMOREX,2025/Q1,"1,41","1,49","2,89","4,69","6,22","2,98","1,71","0,31"
TSG,TESGAS,2008/Q4,"0,52","1,09","0,19","1,01","1,10","0,19","0,81","0,04"
TSG,TESGAS,2009/Q4,"0,95","1,42","0,48","1,31","1,39","0,48","0,82","0,17"
TSG,TESGAS,2010/Q1,"0,83","1,26","0,66","1,41","1,50","0,66","0,72","0,16"
TSG,TESGAS,2010/Q2,"0,93","1,36","0,81","1,70","1,84","0,81","0,82","0,21"
TSG,TESGAS,2010/Q3,"1,23","1,53","0,53","1,54","1,60","0,56","0,97","0,22"
TSG,TESGAS,2010/Q4,"1,33","1,60","0,70","1,63","1,69","0,72","0,91","0,25"
TSG,TESGAS,2011/Q1,"1,37","1,63","0,82","1,83","1,89","0,85","0,96","0,28"
TSG,TESGAS,2011/Q2,"1,37","1,66","0,71","2,02","2,09","0,72","1,27","0,30"
TSG,TESGAS,2011/Q3,"1,44","1,71","0,96","2,35","2,47","0,99","1,33","0,33"
TSG,TESGAS,2011/Q4,"1,47","1,71","0,70","2,26","2,35","0,73","1,51","0,32"
TSG,TESGAS,2012/Q1,"1,51","1,74","1,38","3,42","3,55","1,42","1,95","0,37"
TSG,TESGAS,2012/Q2,"1,35","1,69","1,25","2,18","2,30","1,26","0,89","0,32"
TSG,TESGAS,2012/Q3,"1,38","1,73","1,26","2,15","2,43","1,27","0,85","0,33"
TSG,TESGAS,2012/Q4,"1,44","1,74","1,17","2,16","2,39","1,17","0,98","0,33"
TSG,TESGAS,2013/Q1,"1,45","1,74","1,76","2,61","2,93","1,91","0,67","0,35"
TSG,TESGAS,2013/Q2,"1,45","1,74","1,82","2,74","3,05","1,82","0,70","0,36"
TSG,TESGAS,2013/Q3,"1,44","1,73","1,69","2,59","2,78","1,69","0,88","0,35"
TSG,TESGAS,2013/Q4,"1,55","1,83","1,39","2,50","2,65","1,48","1,01","0,36"
TSG,TESGAS,2014/Q1,"1,54","1,82","1,91","2,90","3,18","1,96","0,91","0,38"
TSG,TESGAS,2014/Q2,"1,43","1,70","1,61","2,56","2,86","1,61","0,91","0,34"
TSG,TESGAS,2014/Q3,"1,42","1,69","1,30","2,79","3,08","1,30","1,44","0,34"
TSG,TESGAS,2014/Q4,"1,52","1,77","1,48","2,68","2,89","1,48","1,18","0,36"
TSG,TESGAS,2015/Q1,"1,65","1,82","1,67","2,73","2,92","1,67","1,03","0,36"
TSG,TESGAS,2015/Q2,"1,61","1,78","1,93","2,77","2,99","1,93","0,80","0,36"
TSG,TESGAS,2015/Q3,"1,61","1,79","1,49","2,64","2,92","1,49","1,13","0,36"
TSG,TESGAS,2015/Q4,"1,69","1,84","1,55","2,39","2,64","1,55","0,84","0,36"
TSG,TESGAS,2016/Q1,"1,65","1,80","2,15","3,37","3,75","2,15","1,17","0,39"
TSG,TESGAS,2016/Q2,"1,55","1,72","1,42","2,82","3,19","1,42","1,36","0,35"
TSG,TESGAS,2016/Q3,"1,54","1,70","1,01","2,82","3,33","1,01","1,79","0,35"
TSG,TESGAS,2016/Q4,"1,40","1,57","1,01","2,40","2,81","1,01","1,37","0,31"
TSG,TESGAS,2017/Q1,"1,34","1,51","1,36","2,64","3,18","1,36","1,23","0,30"
TSG,TESGAS,2017/Q2,"1,33","1,47","1,20","2,37","2,86","1,20","1,12","0,28"
TSG,TESGAS,2017/Q3,"1,30","1,43","0,92","2,15","2,58","0,92","1,19","0,26"
TSG,TESGAS,2017/Q4,"1,30","1,43","0,53","1,60","2,00","0,53","1,06","0,23"
TSG,TESGAS,2018/Q1,"1,29","1,41","0,50","1,88","2,28","0,50","1,34","0,24"
TSG,TESGAS,2018/Q2,"1,27","1,40","0,40","2,07","2,57","0,40","1,62","0,25"
TSG,TESGAS,2018/Q3,"1,29","1,42","0,28","1,90","2,33","0,28","1,59","0,25"
TSG,TESGAS,2018/Q4,"1,28","1,39","0,27","1,63","2,03","0,27","1,35","0,23"
TSG,TESGAS,2019/Q1,"1,22","1,36","0,27","1,28","1,77","0,27","0,98","0,20"
TSG,TESGAS,2019/Q2,"1,22","1,37","0,07","1,29","1,64","0,07","1,20","0,20"
TSG,TESGAS,2019/Q3,"1,25","1,41","0,35","1,62","2,07","0,35","1,24","0,23"
TSG,TESGAS,2019/Q4,"1,28","1,43","0,19","1,61","1,94","0,19","1,40","0,23"
TSG,TESGAS,2020/Q1,"1,32","1,47","0,32","1,79","2,18","0,32","1,44","0,26"
TSG,TESGAS,2020/Q2,"1,33","1,55","0,27","2,05","2,68","0,27","1,74","0,30"
TSG,TESGAS,2020/Q3,"1,37","1,58","0,38","1,94","2,50","0,38","1,54","0,30"
TSG,TESGAS,2020/Q4,"1,40","1,59","0,19","1,58","2,15","0,19","1,39","0,28"
TSG,TESGAS,2021/Q1,"1,36","1,54","0,34","1,70","2,24","0,34","1,36","0,28"
TSG,TESGAS,2021/Q2,"1,40","1,56","0,39","1,99","2,48","0,39","1,60","0,29"
TSG,TESGAS,2021/Q3,"1,43","1,59","0,38","1,31","1,95","0,38","0,93","0,27"
TSG,TESGAS,2021/Q4,"1,52","1,66","0,27","1,24","2,03","0,27","0,97","0,29"
TSG,TESGAS,2022/Q1,"1,47","1,65","0,47","1,44","2,12","0,47","0,97","0,29"
TSG,TESGAS,2022/Q2,"1,43","1,61","0,16","1,55","2,06","0,17","1,38","0,28"
TSG,TESGAS,2022/Q3,"1,43","1,61","0,39","1,79","2,42","0,41","1,39","0,30"
TSG,TESGAS,2022/Q4,"1,41","1,64","0,13","1,31","2,00","0,13","1,17","0,28"
TSG,TESGAS,2023/Q1,"1,39","1,63","0,19","1,80","2,37","0,19","1,61","0,30"
TSG,TESGAS,2023/Q2,"1,37","1,60","0,11","1,78","2,17","0,11","1,66","0,29"
TSG,TESGAS,2023/Q3,"1,46","1,70","0,35","1,74","2,10","0,36","1,39","0,30"
TSG,TESGAS,2023/Q4,"1,58","1,78","1,24","2,26","2,71","1,24","1,02","0,35"
TSG,TESGAS,2024/Q1,"1,58","1,77","1,61","2,51","2,95","1,61","0,89","0,36"
TSG,TESGAS,2024/Q2,"1,55","1,71","1,22","2,31","2,82","1,22","1,09","0,34"
TSG,TESGAS,2024/Q3,"1,57","1,72","1,19","2,32","2,92","1,19","1,13","0,35"
TSG,TESGAS,2024/Q4,"1,37","1,54","1,08","2,01","2,40","1,08","0,92","0,28"
TSG,TESGAS,2025/Q1,"1,30","1,46","1,44","2,18","2,62","1,44","0,73","0,27"
TXT,TEXT,2010/Q4,"1,39","1,39","0,11","1,28","1,28","0,11","1,17","0,14"
TXT,TEXT,2011/Q4,"5,79","5,79","2,44","4,40","4,40","2,44","1,20","0,67"
TXT,TEXT,2012/Q4,"5,94","5,95","1,09","5,69","5,69","4,02","0,81","0,71"
TXT,TEXT,2013/Q3,"4,20","4,20","3,09","4,46","4,46","3,09","0,69","0,62"
TXT,TEXT,2013/Q4,"3,45","3,46","3,75","4,47","4,47","3,80","0,66","0,59"
TXT,TEXT,2014/Q1,"4,04","4,04","4,29","4,94","4,94","4,35","0,59","0,63"
TXT,TEXT,2014/Q2,"2,44","2,44","2,13","2,76","2,76","2,13","0,63","0,44"
TXT,TEXT,2014/Q3,"3,78","3,78","6,34","7,83","7,83","6,45","1,37","0,66"
TXT,TEXT,2014/Q4,"5,02","5,02","9,81","11,23","11,23","9,81","1,39","0,74"
TXT,TEXT,2015/Q1,"6,35","6,35","12,45","14,00","14,00","12,45","1,41","0,79"
TXT,TEXT,2015/Q2,"3,11","3,11","3,95","5,21","5,21","3,95","1,18","0,58"
TXT,TEXT,2015/Q3,"4,40","4,40","5,37","6,30","6,30","5,37","0,90","0,67"
TXT,TEXT,2015/Q4,"5,32","5,32","9,11","10,41","10,41","9,11","1,28","0,75"
TXT,TEXT,2016/Q1,"6,34","6,34","11,42","12,65","12,65","11,42","1,23","0,79"
TXT,TEXT,2016/Q2,"2,96","2,96","4,30","5,64","5,64","4,30","1,32","0,58"
TXT,TEXT,2016/Q3,"4,35","4,35","7,69","9,09","9,09","7,69","1,39","0,70"
TXT,TEXT,2016/Q4,"5,54","5,54","12,05","13,69","13,69","12,05","1,56","0,77"
TXT,TEXT,2017/Q1,"6,41","6,41","18,11","20,25","20,25","18,11","2,11","0,81"
TXT,TEXT,2017/Q2,"3,40","3,40","6,59","8,88","8,88","6,59","2,15","0,65"
TXT,TEXT,2017/Q3,"4,29","4,29","8,09","9,86","9,86","8,09","1,69","0,71"
TXT,TEXT,2017/Q4,"3,95","3,95","8,84","10,91","10,91","8,84","2,03","0,69"
TXT,TEXT,2018/Q1,"4,88","4,88","10,25","12,18","12,18","10,25","1,92","0,74"
TXT,TEXT,2018/Q2,"2,60","2,60","4,77","6,82","6,82","4,77","2,03","0,56"
TXT,TEXT,2018/Q3,"3,15","3,15","5,20","6,48","6,48","5,20","1,27","0,61"
TXT,TEXT,2018/Q4,"2,93","2,93","4,55","5,99","5,99","4,55","1,43","0,58"
TXT,TEXT,2019/Q1,"3,45","3,45","7,28","9,19","9,19","7,28","1,90","0,65"
TXT,TEXT,2019/Q2,"1,97","2,09","4,08","5,87","5,87","4,08","1,77","0,47"
TXT,TEXT,2019/Q3,"2,42","2,56","7,68","9,14","9,14","7,68","1,44","0,57"
TXT,TEXT,2019/Q4,"2,38","2,45","5,85","8,26","8,26","5,85","2,39","0,55"
TXT,TEXT,2020/Q1,"2,89","2,95","8,02","9,99","9,99","8,02","1,96","0,62"
TXT,TEXT,2020/Q2,"2,19","2,24","4,38","7,11","7,11","4,38","2,71","0,51"
TXT,TEXT,2020/Q3,"2,85","2,90","6,48","8,78","8,78","6,48","2,28","0,60"
TXT,TEXT,2020/Q4,"2,89","2,93","4,42","6,35","6,35","4,42","1,92","0,59"
TXT,TEXT,2021/Q1,"3,50","3,54","5,40","6,43","6,43","5,40","1,01","0,63"
TXT,TEXT,2021/Q2,"2,37","2,40","2,20","3,20","3,20","2,20","0,99","0,46"
TXT,TEXT,2021/Q3,"3,04","3,06","4,81","6,41","6,41","4,81","1,58","0,60"
TXT,TEXT,2021/Q4,"2,95","2,97","4,47","7,67","7,67","4,47","3,17","0,60"
TXT,TEXT,2022/Q1,"3,65","3,67","6,10","9,14","9,14","6,10","3,01","0,67"
TXT,TEXT,2022/Q2,"2,52","2,53","2,36","5,06","5,06","2,36","2,64","0,53"
TXT,TEXT,2022/Q3,"2,86","2,86","4,73","6,54","6,54","4,73","1,77","0,58"
TXT,TEXT,2022/Q4,"2,90","2,90","4,33","6,19","6,19","4,33","1,82","0,58"
TXT,TEXT,2023/Q1,"3,49","3,49","7,29","9,40","9,40","7,29","2,07","0,66"
TXT,TEXT,2023/Q2,"1,28","1,31","0,74","1,29","1,29","0,74","0,54","0,13"
TXT,TEXT,2023/Q3,"1,78","1,81","1,17","1,74","1,74","1,17","0,56","0,28"
TXT,TEXT,2023/Q4,"1,66","1,69","1,05","1,65","1,65","1,05","0,60","0,25"
TXT,TEXT,2024/Q1,"2,18","2,24","1,56","2,18","2,18","1,56","0,62","0,38"
TXT,TEXT,2024/Q2,"1,24","1,29","0,64","1,29","1,29","0,64","0,64","0,13"
TXT,TEXT,2024/Q3,"1,73","1,77","1,07","1,77","1,77","1,07","0,69","0,28"
TXT,TEXT,2024/Q4,"1,53","1,60","0,93","1,64","1,64","0,93","0,69","0,24"
UCG,UNICREDIT,2009/Q4,,,,,,,,
UCG,UNICREDIT,2010/Q4,,,,,,,,
UCG,UNICREDIT,2011/Q1,,,,,,,,
UCG,UNICREDIT,2011/Q2,,,,,,,,
UCG,UNICREDIT,2011/Q3,,,,,,,,
UCG,UNICREDIT,2011/Q4,,,,,,,,
UCG,UNICREDIT,2012/Q1,,,,,,,,
UCG,UNICREDIT,2012/Q2,,,,,,,,
UCG,UNICREDIT,2012/Q3,,,,,,,,
UCG,UNICREDIT,2012/Q4,,,,,,,,
UCG,UNICREDIT,2013/Q1,,,,,,,,
UCG,UNICREDIT,2013/Q2,,,,,,,,
UCG,UNICREDIT,2013/Q3,,,,,,,,
UCG,UNICREDIT,2013/Q4,,,,,,,,
UCG,UNICREDIT,2014/Q1,,,,,,,,
UCG,UNICREDIT,2014/Q2,,,,,,,,
UCG,UNICREDIT,2014/Q3,,,,,,,,
UCG,UNICREDIT,2014/Q4,,,,,,,,
UCG,UNICREDIT,2015/Q1,,,,,,,,
UCG,UNICREDIT,2015/Q2,,,,,,,,
UCG,UNICREDIT,2015/Q3,,,,,,,,
UCG,UNICREDIT,2015/Q4,,,,,,,,
UCG,UNICREDIT,2016/Q1,,,,,,,,
UCG,UNICREDIT,2016/Q2,,,,,,,,
UCG,UNICREDIT,2016/Q3,,,,,,,,
UCG,UNICREDIT,2016/Q4,,,,,,,,
UCG,UNICREDIT,2017/Q1,,,,,,,,
UCG,UNICREDIT,2017/Q2,,,,,,,,
UCG,UNICREDIT,2017/Q3,,,,,,,,
UCG,UNICREDIT,2017/Q4,,,,,,,,
UCG,UNICREDIT,2018/Q1,,,,,,,,
UCG,UNICREDIT,2018/Q2,,,,,,,,
UCG,UNICREDIT,2018/Q3,,,,,,,,
UCG,UNICREDIT,2018/Q4,,,,,,,,
UCG,UNICREDIT,2019/Q1,,,,,,,,
UCG,UNICREDIT,2019/Q2,,,,,,,,
UCG,UNICREDIT,2019/Q3,,,,,,,,
UCG,UNICREDIT,2019/Q4,,,,,,,,
UCG,UNICREDIT,2020/Q1,,,,,,,,
UCG,UNICREDIT,2020/Q2,,,,,,,,
UCG,UNICREDIT,2020/Q3,,,,,,,,
UCG,UNICREDIT,2020/Q4,,,,,,,,
UCG,UNICREDIT,2021/Q1,,,,,,,,
UCG,UNICREDIT,2021/Q2,,,,,,,,
UCG,UNICREDIT,2021/Q3,,,,,,,,
UCG,UNICREDIT,2021/Q4,,,,,,,,
UCG,UNICREDIT,2022/Q1,,,,,,,,
UCG,UNICREDIT,2022/Q2,,,,,,,,
UCG,UNICREDIT,2022/Q3,,,,,,,,
UCG,UNICREDIT,2022/Q4,,,,,,,,
UCG,UNICREDIT,2023/Q1,,,,,,,,
UCG,UNICREDIT,2023/Q2,,,,,,,,
UCG,UNICREDIT,2023/Q3,,,,,,,,
UCG,UNICREDIT,2023/Q4,,,,,,,,
UCG,UNICREDIT,2024/Q1,,,,,,,,
UCG,UNICREDIT,2024/Q2,,,,,,,,
UCG,UNICREDIT,2024/Q3,,,,,,,,
UCG,UNICREDIT,2024/Q4,,,,,,,,
